Not,Dex,Pokémon ,ID,Copy,LV30 0% Combat Power,Copy,LV35 100% Combat Power,Trade String,Transfer String,,Link
!3*&!4*&!dynamax&!shadow&evolve&,371,Bagon,,&cp,782,-,1073,!3*&!4*&!dynamax&!shadow&evolve&371&cp782-1073,!3*&!4*&!dynamax&!shadow&evolve&371&cp0-781,,https://assets.dittobase.com/go/pokemon/371-bagon.png
!3*&!4*&!dynamax&!shadow&evolve&,372,Shelgon,,&cp,1463,-,1886,!3*&!4*&!dynamax&!shadow&evolve&372&cp1463-1886,!3*&!4*&!dynamax&!shadow&evolve&372&cp0-1462,,https://assets.dittobase.com/go/pokemon/372-shelgon.png
!3*&!4*&!dynamax&!shadow&evolve&,373,Salamence,,&cp,2825,-,3481,!3*&!4*&!dynamax&!shadow&evolve&373&cp2825-3481,!3*&!4*&!dynamax&!shadow&evolve&373&cp0-2824,,https://assets.dittobase.com/go/pokemon/373-salamence.png
!3*&!4*&!dynamax&!shadow&evolve&,374,Beldum,,&cp,646,-,906,!3*&!4*&!dynamax&!shadow&evolve&374&cp646-906,!3*&!4*&!dynamax&!shadow&evolve&374&cp0-645,,https://assets.dittobase.com/go/pokemon/374-beldum.png
!3*&!4*&!dynamax&!shadow&evolve&,375,Metang,,&cp,1220,-,1598,!3*&!4*&!dynamax&!shadow&evolve&375&cp1220-1598,!3*&!4*&!dynamax&!shadow&evolve&375&cp0-1219,,https://assets.dittobase.com/go/pokemon/375-metang.png
!3*&!4*&!dynamax&!shadow&evolve&,376,Metagross,,&cp,2863,-,3520,!3*&!4*&!dynamax&!shadow&evolve&376&cp2863-3520,!3*&!4*&!dynamax&!shadow&evolve&376&cp0-2862,,https://assets.dittobase.com/go/pokemon/376-metagross.png
!3*&!4*&!dynamax&!shadow&evolve&,380,Latias,,&cp,1921,-,2507,!3*&!4*&!dynamax&!shadow&evolve&380&cp1921-2507,!3*&!4*&!dynamax&!shadow&evolve&380&cp0-1920,,https://assets.dittobase.com/go/pokemon/380-latias.png
!3*&!4*&!dynamax&!shadow&evolve&,381,Latios,,&cp,2090,-,2723,!3*&!4*&!dynamax&!shadow&evolve&381&cp2090-2723,!3*&!4*&!dynamax&!shadow&evolve&381&cp0-2089,,https://assets.dittobase.com/go/pokemon/381-latios.png
!3*&!4*&!dynamax&!shadow&evolve&,384,Rayquaza,,&cp,2102,-,2739,!3*&!4*&!dynamax&!shadow&evolve&384&cp2102-2739,!3*&!4*&!dynamax&!shadow&evolve&384&cp0-2101,,https://assets.dittobase.com/go/pokemon/384-rayquaza.png
!3*&!4*&!dynamax&!shadow&evolve&,396,Starly,,&cp,451,-,667,!3*&!4*&!dynamax&!shadow&evolve&396&cp451-667,!3*&!4*&!dynamax&!shadow&evolve&396&cp0-450,,https://assets.dittobase.com/go/pokemon/396-starly.png
!3*&!4*&!dynamax&!shadow&evolve&,397,Staravia,,&cp,890,-,1206,!3*&!4*&!dynamax&!shadow&evolve&397&cp890-1206,!3*&!4*&!dynamax&!shadow&evolve&397&cp0-889,,https://assets.dittobase.com/go/pokemon/397-staravia.png
!3*&!4*&!dynamax&!shadow&evolve&,398,Staraptor,,&cp,2085,-,2624,!3*&!4*&!dynamax&!shadow&evolve&398&cp2085-2624,!3*&!4*&!dynamax&!shadow&evolve&398&cp0-2084,,https://assets.dittobase.com/go/pokemon/398-staraptor.png
!3*&!4*&!dynamax&!shadow&evolve&,427,Buneary,,&cp,861,-,1168,!3*&!4*&!dynamax&!shadow&evolve&427&cp861-1168,!3*&!4*&!dynamax&!shadow&evolve&427&cp0-860,,https://assets.dittobase.com/go/pokemon/427-buneary.png
!3*&!4*&!dynamax&!shadow&evolve&,428,Lopunny,,&cp,1485,-,1912,!3*&!4*&!dynamax&!shadow&evolve&428&cp1485-1912,!3*&!4*&!dynamax&!shadow&evolve&428&cp0-1484,,https://assets.dittobase.com/go/pokemon/428-lopunny.png
!3*&!4*&!dynamax&!shadow&evolve&,443,Gible,,&cp,747,-,1033,!3*&!4*&!dynamax&!shadow&evolve&443&cp747-1033,!3*&!4*&!dynamax&!shadow&evolve&443&cp0-746,,https://assets.dittobase.com/go/pokemon/443-gible.png
!3*&!4*&!dynamax&!shadow&evolve&,444,Gabite,,&cp,1338,-,1740,!3*&!4*&!dynamax&!shadow&evolve&444&cp1338-1740,!3*&!4*&!dynamax&!shadow&evolve&444&cp0-1337,,https://assets.dittobase.com/go/pokemon/444-gabite.png
!3*&!4*&!dynamax&!shadow&evolve&,445,Garchomp,,&cp,3001,-,3679,!3*&!4*&!dynamax&!shadow&evolve&445&cp3001-3679,!3*&!4*&!dynamax&!shadow&evolve&445&cp0-3000,,https://assets.dittobase.com/go/pokemon/445-garchomp.png
!3*&!4*&!dynamax&!shadow&evolve&,447,Riolu,,&cp,522,-,567,!3*&!4*&!dynamax&!shadow&evolve&447&cp522-567,!3*&!4*&!dynamax&!shadow&evolve&447&cp0-521,,https://assets.dittobase.com/go/pokemon/447-riolu.png
!3*&!4*&!dynamax&!shadow&evolve&,448,Lucario,,&cp,1988,-,2510,!3*&!4*&!dynamax&!shadow&evolve&448&cp1988-2510,!3*&!4*&!dynamax&!shadow&evolve&448&cp0-1987,,https://assets.dittobase.com/go/pokemon/448-lucario.png
!3*&!4*&!dynamax&!shadow&evolve&,459,Snover,,&cp,785,-,1076,!3*&!4*&!dynamax&!shadow&evolve&459&cp785-1076,!3*&!4*&!dynamax&!shadow&evolve&459&cp0-784,,https://assets.dittobase.com/go/pokemon/459-snover.png
!3*&!4*&!dynamax&!shadow&evolve&,460,Abomasnow,,&cp,1723,-,2193,!3*&!4*&!dynamax&!shadow&evolve&460&cp1723-2193,!3*&!4*&!dynamax&!shadow&evolve&460&cp0-1722,,https://assets.dittobase.com/go/pokemon/460-abomasnow.png
!3*&!4*&!dynamax&!shadow&evolve&,485,Heatran,,&cp,2058,-,2681,!3*&!4*&!dynamax&!shadow&evolve&485&cp2058-2681,!3*&!4*&!dynamax&!shadow&evolve&485&cp0-2057,,https://assets.dittobase.com/go/pokemon/485-heatran.png
!3*&!4*&!dynamax&!shadow&evolve&,491,Darkrai,,&cp,2048,-,2671,!3*&!4*&!dynamax&!shadow&evolve&491&cp2048-2671,!3*&!4*&!dynamax&!shadow&evolve&491&cp0-2047,,https://assets.dittobase.com/go/pokemon/491-darkrai.png
!3*&!4*&!dynamax&!shadow&evolve&,498,Tepig,,&cp,724,-,1005,!3*&!4*&!dynamax&!shadow&evolve&498&cp724-1005,!3*&!4*&!dynamax&!shadow&evolve&498&cp0-723,,https://assets.dittobase.com/go/pokemon/498-tepig.png
!3*&!4*&!dynamax&!shadow&evolve&,499,Pignite,,&cp,1371,-,1787,!3*&!4*&!dynamax&!shadow&evolve&499&cp1371-1787,!3*&!4*&!dynamax&!shadow&evolve&499&cp0-1370,,https://assets.dittobase.com/go/pokemon/499-pignite.png
!3*&!4*&!dynamax&!shadow&evolve&,500,Emboar,,&cp,2205,-,2769,!3*&!4*&!dynamax&!shadow&evolve&500&cp2205-2769,!3*&!4*&!dynamax&!shadow&evolve&500&cp0-2204,,https://assets.dittobase.com/go/pokemon/500-emboar.png
!3*&!4*&!dynamax&!shadow&evolve&,529,Drilbur,,&cp,946,-,1277,!3*&!4*&!dynamax&!shadow&evolve&529&cp946-1277,!3*&!4*&!dynamax&!shadow&evolve&529&cp0-945,,https://assets.dittobase.com/go/pokemon/529-drilbur.png
!3*&!4*&!dynamax&!shadow&evolve&,530,Excadrill,,&cp,2412,-,3012,!3*&!4*&!dynamax&!shadow&evolve&530&cp2412-3012,!3*&!4*&!dynamax&!shadow&evolve&530&cp0-2411,,https://assets.dittobase.com/go/pokemon/530-excadrill.png
!3*&!4*&!dynamax&!shadow&evolve&,531,Audino,,&cp,1181,-,1562,!3*&!4*&!dynamax&!shadow&evolve&531&cp1181-1562,!3*&!4*&!dynamax&!shadow&evolve&531&cp0-1180,,https://assets.dittobase.com/go/pokemon/531-audino.png
!3*&!4*&!dynamax&!shadow&evolve&,543,Venipede,,&cp,446,-,656,!3*&!4*&!dynamax&!shadow&evolve&543&cp446-656,!3*&!4*&!dynamax&!shadow&evolve&543&cp0-445,,https://assets.dittobase.com/go/pokemon/543-venipede.png
!3*&!4*&!dynamax&!shadow&evolve&,544,Whirlipede,,&cp,771,-,1062,!3*&!4*&!dynamax&!shadow&evolve&544&cp771-1062,!3*&!4*&!dynamax&!shadow&evolve&544&cp0-770,,https://assets.dittobase.com/go/pokemon/544-whirlipede.png
!3*&!4*&!dynamax&!shadow&evolve&,545,Scolipede,,&cp,1789,-,2272,!3*&!4*&!dynamax&!shadow&evolve&545&cp1789-2272,!3*&!4*&!dynamax&!shadow&evolve&545&cp0-1788,,https://assets.dittobase.com/go/pokemon/545-scolipede.png
!3*&!4*&!dynamax&!shadow&evolve&,559,Scraggy,,&cp,950,-,1274,!3*&!4*&!dynamax&!shadow&evolve&559&cp950-1274,!3*&!4*&!dynamax&!shadow&evolve&559&cp0-949,,https://assets.dittobase.com/go/pokemon/559-scraggy.png
!3*&!4*&!dynamax&!shadow&evolve&,560,Scrafty,,&cp,1660,-,2120,!3*&!4*&!dynamax&!shadow&evolve&560&cp1660-2120,!3*&!4*&!dynamax&!shadow&evolve&560&cp0-1659,,https://assets.dittobase.com/go/pokemon/560-scrafty.png
!3*&!4*&!dynamax&!shadow&evolve&,602,Tynamo,,&cp,523,-,753,!3*&!4*&!dynamax&!shadow&evolve&602&cp523-753,!3*&!4*&!dynamax&!shadow&evolve&602&cp0-522,,https://assets.dittobase.com/go/pokemon/602-tynamo.png
!3*&!4*&!dynamax&!shadow&evolve&,603,Eelektrik,,&cp,1215,-,1593,!3*&!4*&!dynamax&!shadow&evolve&603&cp1215-1593,!3*&!4*&!dynamax&!shadow&evolve&603&cp0-1214,,https://assets.dittobase.com/go/pokemon/603-eelektrik.png
!3*&!4*&!dynamax&!shadow&evolve&,604,Eelektross,,&cp,2015,-,2537,!3*&!4*&!dynamax&!shadow&evolve&604&cp2015-2537,!3*&!4*&!dynamax&!shadow&evolve&604&cp0-2014,,https://assets.dittobase.com/go/pokemon/604-eelektross.png
!3*&!4*&!dynamax&!shadow&evolve&,607,Litwick,,&cp,669,-,934,!3*&!4*&!dynamax&!shadow&evolve&607&cp669-934,!3*&!4*&!dynamax&!shadow&evolve&607&cp0-668,,https://assets.dittobase.com/go/pokemon/607-litwick.png
!3*&!4*&!dynamax&!shadow&evolve&,608,Lampent,,&cp,1208,-,1586,!3*&!4*&!dynamax&!shadow&evolve&608&cp1208-1586,!3*&!4*&!dynamax&!shadow&evolve&608&cp0-1207,,https://assets.dittobase.com/go/pokemon/608-lampent.png
!3*&!4*&!dynamax&!shadow&evolve&,609,Chandelure,,&cp,2436,-,3035,!3*&!4*&!dynamax&!shadow&evolve&609&cp2436-3035,!3*&!4*&!dynamax&!shadow&evolve&609&cp0-2435,,https://assets.dittobase.com/go/pokemon/609-chandelure.png
!3*&!4*&!dynamax&!shadow&evolve&,622,Golett,,&cp,806,-,1104,!3*&!4*&!dynamax&!shadow&evolve&622&cp806-1104,!3*&!4*&!dynamax&!shadow&evolve&622&cp0-805,,https://assets.dittobase.com/go/pokemon/622-golett.png
!3*&!4*&!dynamax&!shadow&evolve&,623,Golurk,,&cp,2111,-,2650,!3*&!4*&!dynamax&!shadow&evolve&623&cp2111-2650,!3*&!4*&!dynamax&!shadow&evolve&623&cp0-2110,,https://assets.dittobase.com/go/pokemon/623-golurk.png
!3*&!4*&!dynamax&!shadow&evolve&,650,Chespin,,&cp,737,-,1018,!3*&!4*&!dynamax&!shadow&evolve&650&cp737-1018,!3*&!4*&!dynamax&!shadow&evolve&650&cp0-736,,https://assets.dittobase.com/go/pokemon/650-chespin.png
!3*&!4*&!dynamax&!shadow&evolve&,651,Quilladin,,&cp,1219,-,1596,!3*&!4*&!dynamax&!shadow&evolve&651&cp1219-1596,!3*&!4*&!dynamax&!shadow&evolve&651&cp0-1218,,https://assets.dittobase.com/go/pokemon/651-quilladin.png
!3*&!4*&!dynamax&!shadow&evolve&,652,Chesnaught,,&cp,2195,-,2743,!3*&!4*&!dynamax&!shadow&evolve&652&cp2195-2743,!3*&!4*&!dynamax&!shadow&evolve&652&cp0-2194,,https://assets.dittobase.com/go/pokemon/652-chesnaught.png
!3*&!4*&!dynamax&!shadow&evolve&,653,Fennekin,,&cp,687,-,954,!3*&!4*&!dynamax&!shadow&evolve&653&cp687-954,!3*&!4*&!dynamax&!shadow&evolve&653&cp0-686,,https://assets.dittobase.com/go/pokemon/653-fennekin.png
!3*&!4*&!dynamax&!shadow&evolve&,654,Braixen,,&cp,1291,-,1683,!3*&!4*&!dynamax&!shadow&evolve&654&cp1291-1683,!3*&!4*&!dynamax&!shadow&evolve&654&cp0-1290,,https://assets.dittobase.com/go/pokemon/654-braixen.png
!3*&!4*&!dynamax&!shadow&evolve&,655,Delphox,,&cp,2277,-,2841,!3*&!4*&!dynamax&!shadow&evolve&655&cp2277-2841,!3*&!4*&!dynamax&!shadow&evolve&655&cp0-2276,,https://assets.dittobase.com/go/pokemon/655-delphox.png
!3*&!4*&!dynamax&!shadow&evolve&,656,Froakie,,&cp,658,-,921,!3*&!4*&!dynamax&!shadow&evolve&656&cp658-921,!3*&!4*&!dynamax&!shadow&evolve&656&cp0-657,,https://assets.dittobase.com/go/pokemon/656-froakie.png
!3*&!4*&!dynamax&!shadow&evolve&,657,Frogadier,,&cp,1152,-,1520,!3*&!4*&!dynamax&!shadow&evolve&657&cp1152-1520,!3*&!4*&!dynamax&!shadow&evolve&657&cp0-1151,,https://assets.dittobase.com/go/pokemon/657-frogadier.png
!3*&!4*&!dynamax&!shadow&evolve&,658,Greninja,,&cp,1952,-,2465,!3*&!4*&!dynamax&!shadow&evolve&658&cp1952-2465,!3*&!4*&!dynamax&!shadow&evolve&658&cp0-1951,,https://assets.dittobase.com/go/pokemon/658-greninja.png
!3*&!4*&!dynamax&!shadow&evolve&,667,Litleo,,&cp,989,-,1323,!3*&!4*&!dynamax&!shadow&evolve&667&cp989-1323,!3*&!4*&!dynamax&!shadow&evolve&667&cp0-988,,https://assets.dittobase.com/go/pokemon/667-litleo.png
!3*&!4*&!dynamax&!shadow&evolve&,668,Pyroar,,&cp,2042,-,2570,!3*&!4*&!dynamax&!shadow&evolve&668&cp2042-2570,!3*&!4*&!dynamax&!shadow&evolve&668&cp0-2041,,https://assets.dittobase.com/go/pokemon/668-pyroar.png
!3*&!4*&!dynamax&!shadow&evolve&,669,Flabebe-Blue,,&cp,713,-,987,!3*&!4*&!dynamax&!shadow&evolve&669&cp713-987,!3*&!4*&!dynamax&!shadow&evolve&669&cp0-712,,https://assets.dittobase.com/go/pokemon/669-flabebe-blue.png
!3*&!4*&!dynamax&!shadow&evolve&,670,Floette-Blue,,&cp,1073,-,1422,!3*&!4*&!dynamax&!shadow&evolve&670&cp1073-1422,!3*&!4*&!dynamax&!shadow&evolve&670&cp0-1072,,https://assets.dittobase.com/go/pokemon/670-floette-blue.png
!3*&!4*&!dynamax&!shadow&evolve&,677,Espurr,,&cp,862,-,1169,!3*&!4*&!dynamax&!shadow&evolve&677&cp862-1169,!3*&!4*&!dynamax&!shadow&evolve&677&cp0-861,,https://assets.dittobase.com/go/pokemon/677-espurr.png
!3*&!4*&!dynamax&!shadow&evolve&,678,Meowstic,,&cp,1536,-,1972,!3*&!4*&!dynamax&!shadow&evolve&678&cp1536-1972,!3*&!4*&!dynamax&!shadow&evolve&678&cp0-1535,,https://assets.dittobase.com/go/pokemon/678-meowstic.png
!3*&!4*&!dynamax&!shadow&evolve&,686,Inkay,,&cp,609,-,861,!3*&!4*&!dynamax&!shadow&evolve&686&cp609-861,!3*&!4*&!dynamax&!shadow&evolve&686&cp0-608,,https://assets.dittobase.com/go/pokemon/686-inkay.png
!3*&!4*&!dynamax&!shadow&evolve&,687,Malamar,,&cp,1721,-,2190,!3*&!4*&!dynamax&!shadow&evolve&687&cp1721-2190,!3*&!4*&!dynamax&!shadow&evolve&687&cp0-1720,,https://assets.dittobase.com/go/pokemon/687-malamar.png
!3*&!4*&!dynamax&!shadow&evolve&,688,Binacle,,&cp,624,-,878,!3*&!4*&!dynamax&!shadow&evolve&688&cp624-878,!3*&!4*&!dynamax&!shadow&evolve&688&cp0-623,,https://assets.dittobase.com/go/pokemon/688-binacle.png
!3*&!4*&!dynamax&!shadow&evolve&,689,Barbaracle,,&cp,1972,-,2484,!3*&!4*&!dynamax&!shadow&evolve&689&cp1972-2484,!3*&!4*&!dynamax&!shadow&evolve&689&cp0-1971,,https://assets.dittobase.com/go/pokemon/689-barbaracle.png
!3*&!4*&!dynamax&!shadow&evolve&,690,Skrelp,,&cp,713,-,987,!3*&!4*&!dynamax&!shadow&evolve&690&cp713-987,!3*&!4*&!dynamax&!shadow&evolve&690&cp0-712,,https://assets.dittobase.com/go/pokemon/690-skrelp.png
!3*&!4*&!dynamax&!shadow&evolve&,691,Dragalge,,&cp,1740,-,2213,!3*&!4*&!dynamax&!shadow&evolve&691&cp1740-2213,!3*&!4*&!dynamax&!shadow&evolve&691&cp0-1739,,https://assets.dittobase.com/go/pokemon/691-dragalge.png
!3*&!4*&!dynamax&!shadow&evolve&,701,Hawlucha,,&cp,1761,-,2238,!3*&!4*&!dynamax&!shadow&evolve&701&cp1761-2238,!3*&!4*&!dynamax&!shadow&evolve&701&cp0-1760,,https://assets.dittobase.com/go/pokemon/701-hawlucha.png
!3*&!4*&!dynamax&!shadow&evolve&,718,Zygarde-Complete,,&cp,1528,-,1595,!3*&!4*&!dynamax&!shadow&evolve&718&cp1528-1595,!3*&!4*&!dynamax&!shadow&evolve&718&cp0-1527,,https://assets.dittobase.com/go/pokemon/718-zygarde-complete.png
!3*&!4*&!dynamax&!shadow&evolve&,719,Diancie,,&cp,1114,-,1171,!3*&!4*&!dynamax&!shadow&evolve&719&cp1114-1171,!3*&!4*&!dynamax&!shadow&evolve&719&cp0-1113,,https://assets.dittobase.com/go/pokemon/719-diancie.png
!3*&!4*&!dynamax&!shadow&evolve&,739,Crabrawler,,&cp,940,-,1265,!3*&!4*&!dynamax&!shadow&evolve&739&cp940-1265,!3*&!4*&!dynamax&!shadow&evolve&739&cp0-939,,https://assets.dittobase.com/go/pokemon/739-crabrawler.png
!3*&!4*&!dynamax&!shadow&evolve&,740,Crabominable,,&cp,2150,-,2699,!3*&!4*&!dynamax&!shadow&evolve&740&cp2150-2699,!3*&!4*&!dynamax&!shadow&evolve&740&cp0-2149,,https://assets.dittobase.com/go/pokemon/740-crabominable.png
!3*&!4*&!dynamax&!shadow&evolve&,767,Wimpod,,&cp,297,-,466,!3*&!4*&!dynamax&!shadow&evolve&767&cp297-466,!3*&!4*&!dynamax&!shadow&evolve&767&cp0-296,,https://assets.dittobase.com/go/pokemon/767-wimpod.png
!3*&!4*&!dynamax&!shadow&evolve&,768,Golisopod,,&cp,2360,-,2937,!3*&!4*&!dynamax&!shadow&evolve&768&cp2360-2937,!3*&!4*&!dynamax&!shadow&evolve&768&cp0-2359,,https://assets.dittobase.com/go/pokemon/768-golisopod.png
!3*&!4*&!dynamax&!shadow&evolve&,780,Drampa,,&cp,2160,-,2706,!3*&!4*&!dynamax&!shadow&evolve&780&cp2160-2706,!3*&!4*&!dynamax&!shadow&evolve&780&cp0-2159,,https://assets.dittobase.com/go/pokemon/780-drampa.png
!3*&!4*&!dynamax&!shadow&evolve&,801,Magearna,,&cp,1485,-,1549,!3*&!4*&!dynamax&!shadow&evolve&801&cp1485-1549,!3*&!4*&!dynamax&!shadow&evolve&801&cp0-1484,,https://assets.dittobase.com/go/pokemon/801-magearna.png
!3*&!4*&!dynamax&!shadow&evolve&,807,Zeraora,,&cp,1403,-,1465,!3*&!4*&!dynamax&!shadow&evolve&807&cp1403-1465,!3*&!4*&!dynamax&!shadow&evolve&807&cp0-1402,,https://assets.dittobase.com/go/pokemon/807-zeraora.png
!3*&!4*&!dynamax&!shadow&evolve&,870,Falinks,,&cp,1720,-,2189,!3*&!4*&!dynamax&!shadow&evolve&870&cp1720-2189,!3*&!4*&!dynamax&!shadow&evolve&870&cp0-1719,,https://assets.dittobase.com/go/pokemon/870-falinks.png
!3*&!4*&!dynamax&!shadow&evolve&,951,Capsakid,,&cp,644,-,907,!3*&!4*&!dynamax&!shadow&evolve&951&cp644-907,!3*&!4*&!dynamax&!shadow&evolve&951&cp0-643,,https://assets.dittobase.com/go/pokemon/951-capsakid.png
!3*&!4*&!dynamax&!shadow&evolve&,952,Scovillain,,&cp,1683,-,2152,!3*&!4*&!dynamax&!shadow&evolve&952&cp1683-2152,!3*&!4*&!dynamax&!shadow&evolve&952&cp0-1682,,https://assets.dittobase.com/go/pokemon/952-scovillain.png
!3*&!4*&!dynamax&!shadow&evolve&,969,Glimmet,,&cp,1181,-,1560,!3*&!4*&!dynamax&!shadow&evolve&969&cp1181-1560,!3*&!4*&!dynamax&!shadow&evolve&969&cp0-1180,,https://assets.dittobase.com/go/pokemon/969-glimmet.png
!3*&!4*&!dynamax&!shadow&evolve&,970,Glimmora,,&cp,2446,-,3039,!3*&!4*&!dynamax&!shadow&evolve&970&cp2446-3039,!3*&!4*&!dynamax&!shadow&evolve&970&cp0-2445,,https://assets.dittobase.com/go/pokemon/970-glimmora.png
!3*&!4*&!dynamax&!shadow&evolve&,978,Tatsugiri-Curly,,&cp,2026,-,2550,!3*&!4*&!dynamax&!shadow&evolve&978&cp2026-2550,!3*&!4*&!dynamax&!shadow&evolve&978&cp0-2025,,https://assets.dittobase.com/go/pokemon/978-tatsugiri-curly.png
!3*&!4*&!dynamax&!shadow&evolve&,996,Frigibax,,&cp,849,-,1158,!3*&!4*&!dynamax&!shadow&evolve&996&cp849-1158,!3*&!4*&!dynamax&!shadow&evolve&996&cp0-848,,https://assets.dittobase.com/go/pokemon/996-frigibax.png
!3*&!4*&!dynamax&!shadow&evolve&,997,Arctibax,,&cp,1507,-,1942,!3*&!4*&!dynamax&!shadow&evolve&997&cp1507-1942,!3*&!4*&!dynamax&!shadow&evolve&997&cp0-1506,,https://assets.dittobase.com/go/pokemon/997-arctibax.png
!3*&!4*&!dynamax&!shadow&evolve&,998,Baxcalibur,,&cp,2667,-,3296,!3*&!4*&!dynamax&!shadow&evolve&998&cp2667-3296,!3*&!4*&!dynamax&!shadow&evolve&998&cp0-2666,,https://assets.dittobase.com/go/pokemon/998-baxcalibur.png
